"","Federal.Provider.Number","Provider.Name","Survey.Date","Deficiency.Tag.Number","Deficiency.Category","Deficiency.Description","Deficiency.Corrected","Scope.Severity.Code","Correction.Date","total_deaths","State","Geolocation"
"182","075252","WESTSIDE CARE CENTER","03/04/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","03/28/2019",24,"CT","POINT (-72.544459 41.759532)"
"183","075252","WESTSIDE CARE CENTER","03/04/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","03/28/2019",25,"CT","POINT (-72.544459 41.759532)"
"184","075252","WESTSIDE CARE CENTER","03/04/2019",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","03/28/2019",26,"CT","POINT (-72.544459 41.759532)"
"185","075252","WESTSIDE CARE CENTER","07/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",22,"CT","POINT (-72.544459 41.759532)"
"186","075252","WESTSIDE CARE CENTER","07/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",28,"CT","POINT (-72.544459 41.759532)"
"187","075252","WESTSIDE CARE CENTER","07/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",24,"CT","POINT (-72.544459 41.759532)"
"188","075252","WESTSIDE CARE CENTER","07/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",25,"CT","POINT (-72.544459 41.759532)"
"189","075252","WESTSIDE CARE CENTER","07/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/22/2017",26,"CT","POINT (-72.544459 41.759532)"
"190","075292","AUTUMN LAKE HEALTHCARE AT NEW BRITAIN","04/11/2017",490,"Administration Deficiencies","Make sure that the facility is administered in an acceptable way that maintains the well-being of each resident .","Deficient, Provider has date of correction","D","05/18/2017",30,"CT","POINT (-72.768712 41.712681)"
"191","075292","AUTUMN LAKE HEALTHCARE AT NEW BRITAIN","04/11/2017",490,"Administration Deficiencies","Make sure that the facility is administered in an acceptable way that maintains the well-being of each resident .","Deficient, Provider has date of correction","D","05/18/2017",35,"CT","POINT (-72.768712 41.712681)"
"192","075292","AUTUMN LAKE HEALTHCARE AT NEW BRITAIN","04/11/2017",490,"Administration Deficiencies","Make sure that the facility is administered in an acceptable way that maintains the well-being of each resident .","Deficient, Provider has date of correction","D","05/18/2017",32,"CT","POINT (-72.768712 41.712681)"
"193","075294","WHISPERING PINES REHABILITATION AND NURSING CENTER","06/11/2018",838,"Administration Deficiencies","Conduct and document a facility-wide assessment to determine what resources are necessary to care for residents competently during both day-to-day operations and emergencies.","Deficient, Provider has date of correction","D","07/20/2018",25,"CT","POINT (-72.86361 41.263459)"
"194","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","07/11/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","E","08/20/2019",21,"CT","POINT (-73.526723 41.049972)"
"195","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","07/11/2019",836,"Administration Deficiencies","Ensure the facility is licensed under applicable State and local law and operates and provides services in compliance with all applicable Federal, State, and local laws, regulations, and codes, and with accepted professional standards.","Deficient, Provider has date of correction","E","08/20/2019",22,"CT","POINT (-73.526723 41.049972)"
"196","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","05/24/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","06/30/2017",21,"CT","POINT (-73.526723 41.049972)"
"197","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","05/24/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","06/30/2017",22,"CT","POINT (-73.526723 41.049972)"
"198","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","05/24/2017",490,"Administration Deficiencies","Make sure that the facility is administered in an acceptable way that maintains the well-being of each resident .","Deficient, Provider has date of correction","D","06/30/2017",21,"CT","POINT (-73.526723 41.049972)"
"199","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","05/24/2017",490,"Administration Deficiencies","Make sure that the facility is administered in an acceptable way that maintains the well-being of each resident .","Deficient, Provider has date of correction","D","06/30/2017",22,"CT","POINT (-73.526723 41.049972)"
"200","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","12/28/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","02/06/2019",21,"CT","POINT (-73.526723 41.049972)"
"201","075320","ST CAMILLUS REHABILITATION & NURSING CENTER","12/28/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","02/06/2019",22,"CT","POINT (-73.526723 41.049972)"
"202","075339","LORD CHAMBERLAIN NURSING & REHABILITATION CENTER","09/08/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","10/20/2017",31,"CT","POINT (-73.100682 41.251009)"
"203","075339","LORD CHAMBERLAIN NURSING & REHABILITATION CENTER","09/08/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","10/20/2017",30,"CT","POINT (-73.100682 41.251009)"
"204","075339","LORD CHAMBERLAIN NURSING & REHABILITATION CENTER","09/08/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","10/20/2017",29,"CT","POINT (-73.100682 41.251009)"
"205","075339","LORD CHAMBERLAIN NURSING & REHABILITATION CENTER","09/08/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","10/20/2017",28,"CT","POINT (-73.100682 41.251009)"
"206","075353","JEWISH SENIOR SERVICES","05/11/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","06/22/2017",22,"CT","POINT (-73.23149 41.212038)"
"207","075353","JEWISH SENIOR SERVICES","05/11/2017",492,"Administration Deficiencies","Operate and  provide services according to Federal, State, and local laws and professional standards.","Deficient, Provider has date of correction","D","06/22/2017",22,"CT","POINT (-73.23149 41.212038)"
"208","075354","SAINT JOHN PAUL I I CENTER","12/22/2016",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","02/02/2017",32,"CT","POINT (-73.454729 41.384584)"
"209","075375","BRIDE BROOK HEALTH & REHABILITATION CENTER","02/02/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","02/13/2017",27,"CT","POINT (-72.24337 41.320823)"
"210","075375","BRIDE BROOK HEALTH & REHABILITATION CENTER","02/02/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","02/13/2017",26,"CT","POINT (-72.24337 41.320823)"
"211","085004","BRANDYWINE NURSING & REHABILITATION CENTER","07/19/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","09/11/2017",25,"DE","POINT (-75.633112 39.739856)"
"212","085004","BRANDYWINE NURSING & REHABILITATION CENTER","07/19/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","09/11/2017",23,"DE","POINT (-75.633112 39.739856)"
"213","085004","BRANDYWINE NURSING & REHABILITATION CENTER","07/19/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","09/11/2017",22,"DE","POINT (-75.633112 39.739856)"
"214","085004","BRANDYWINE NURSING & REHABILITATION CENTER","07/19/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","09/11/2017",26,"DE","POINT (-75.633112 39.739856)"
"215","085004","BRANDYWINE NURSING & REHABILITATION CENTER","07/19/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","09/11/2017",27,"DE","POINT (-75.633112 39.739856)"
"216","085004","BRANDYWINE NURSING & REHABILITATION CENTER","07/19/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","09/11/2017",21,"DE","POINT (-75.633112 39.739856)"
"217","085004","BRANDYWINE NURSING & REHABILITATION CENTER","07/19/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","09/11/2017",24,"DE","POINT (-75.633112 39.739856)"
"218","085004","BRANDYWINE NURSING & REHABILITATION CENTER","10/25/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","12/26/2018",25,"DE","POINT (-75.633112 39.739856)"
"219","085004","BRANDYWINE NURSING & REHABILITATION CENTER","10/25/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","12/26/2018",23,"DE","POINT (-75.633112 39.739856)"
"220","085004","BRANDYWINE NURSING & REHABILITATION CENTER","10/25/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","12/26/2018",22,"DE","POINT (-75.633112 39.739856)"
"221","085004","BRANDYWINE NURSING & REHABILITATION CENTER","10/25/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","12/26/2018",26,"DE","POINT (-75.633112 39.739856)"
"222","085004","BRANDYWINE NURSING & REHABILITATION CENTER","10/25/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","12/26/2018",27,"DE","POINT (-75.633112 39.739856)"
"223","085004","BRANDYWINE NURSING & REHABILITATION CENTER","10/25/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","12/26/2018",21,"DE","POINT (-75.633112 39.739856)"
"224","085004","BRANDYWINE NURSING & REHABILITATION CENTER","10/25/2018",773,"Administration Deficiencies","Provide or obtain laboratory tests/services when ordered and promptly tell the ordering practitioner of the results.","Deficient, Provider has date of correction","D","12/26/2018",24,"DE","POINT (-75.633112 39.739856)"
"225","085010","MILFORD CENTER","01/23/2018",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","03/20/2018",34,"DE","POINT (-75.44049200000002 38.906505)"
"226","085010","MILFORD CENTER","01/23/2018",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","03/20/2018",32,"DE","POINT (-75.44049200000002 38.906505)"
"227","085010","MILFORD CENTER","01/23/2018",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","F","03/20/2018",33,"DE","POINT (-75.44049200000002 38.906505)"
"228","085020","PINNACLE REHABILITATION & HEALTH CENTER","06/30/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/25/2017",25,"DE","POINT (-75.586543 39.261927)"
"229","085020","PINNACLE REHABILITATION & HEALTH CENTER","06/30/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/25/2017",21,"DE","POINT (-75.586543 39.261927)"
"230","085020","PINNACLE REHABILITATION & HEALTH CENTER","06/30/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/25/2017",24,"DE","POINT (-75.586543 39.261927)"
"231","085020","PINNACLE REHABILITATION & HEALTH CENTER","06/30/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","07/25/2017",23,"DE","POINT (-75.586543 39.261927)"
"232","085020","PINNACLE REHABILITATION & HEALTH CENTER","08/08/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","10/14/2018",25,"DE","POINT (-75.586543 39.261927)"
"233","085020","PINNACLE REHABILITATION & HEALTH CENTER","08/08/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","10/14/2018",21,"DE","POINT (-75.586543 39.261927)"
"234","085020","PINNACLE REHABILITATION & HEALTH CENTER","08/08/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","10/14/2018",24,"DE","POINT (-75.586543 39.261927)"
"235","085020","PINNACLE REHABILITATION & HEALTH CENTER","08/08/2018",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","E","10/14/2018",23,"DE","POINT (-75.586543 39.261927)"
"236","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","02/07/2020",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","03/07/2020",25,"FL","POINT (-81.725514 28.036783)"
"237","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","02/07/2020",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","03/07/2020",42,"FL","POINT (-81.725514 28.036783)"
"238","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","02/07/2020",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","03/07/2020",37,"FL","POINT (-81.725514 28.036783)"
"239","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","02/07/2020",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","03/07/2020",41,"FL","POINT (-81.725514 28.036783)"
"240","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","07/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/28/2017",25,"FL","POINT (-81.725514 28.036783)"
"241","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","07/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/28/2017",42,"FL","POINT (-81.725514 28.036783)"
"242","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","07/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/28/2017",37,"FL","POINT (-81.725514 28.036783)"
"243","105176","WINTER HAVEN HEALTH AND REHABILITATION CENTER","07/28/2017",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","08/28/2017",41,"FL","POINT (-81.725514 28.036783)"
"244","105251","ROCKLEDGE HEALTH AND REHABILITATION CENTER","02/08/2019",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","K","03/08/2019",24,"FL","POINT (-80.737387 28.330822)"
"245","105251","ROCKLEDGE HEALTH AND REHABILITATION CENTER","08/09/2019",835,"Administration Deficiencies","Administer the facility in a manner that enables it to use its resources effectively and efficiently.","Deficient, Provider has date of correction","K","08/30/2019",24,"FL","POINT (-80.737387 28.330822)"
"246","105283","LAKELAND HILLS CENTER","06/23/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","10/18/2017",60,"FL","POINT (-81.95182 28.06976)"
"247","105283","LAKELAND HILLS CENTER","06/23/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","10/18/2017",27,"FL","POINT (-81.95182 28.06976)"
"248","105283","LAKELAND HILLS CENTER","06/23/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","10/18/2017",48,"FL","POINT (-81.95182 28.06976)"
"249","105283","LAKELAND HILLS CENTER","06/23/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","D","10/18/2017",36,"FL","POINT (-81.95182 28.06976)"
"250","105287","SIGNATURE HEALTHCARE OF JACKSONVILLE","09/03/2016",514,"Administration Deficiencies","Keep accurate, complete and organized clinical records on each resident that meet professional standards.","Deficient, Provider has date of correction","D","10/11/2016",24,"FL","POINT (-81.745586 30.280174)"
"251","105485","HAMLIN PLACE OF BOYNTON BEACH","02/22/2018",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","03/22/2018",37,"FL","POINT (-80.07735 26.572174)"
"252","105485","HAMLIN PLACE OF BOYNTON BEACH","02/22/2018",868,"Administration Deficiencies","Have the Quality Assessment and Assurance group have the required members and meet at least quarterly","Deficient, Provider has date of correction","D","03/22/2018",32,"FL","POINT (-80.07735 26.572174)"
"253","105495","HILLCREST HEALTH CARE AND REHABILITATION CENTER","08/11/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","09/11/2017",25,"FL","POINT (-80.186084 26.002903)"
"254","105495","HILLCREST HEALTH CARE AND REHABILITATION CENTER","08/11/2017",505,"Administration Deficiencies","Quickly tell the resident's doctor the results of laboratory tests.","Deficient, Provider has date of correction","D","09/11/2017",27,"FL","POINT (-80.186084 26.002903)"
"255","105495","HILLCREST HEALTH CARE AND REHABILITATION CENTER","01/10/2020",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","02/10/2020",25,"FL","POINT (-80.186084 26.002903)"
"256","105495","HILLCREST HEALTH CARE AND REHABILITATION CENTER","01/10/2020",770,"Administration Deficiencies","Provide timely, quality laboratory services/tests to meet the needs of residents.","Deficient, Provider has date of correction","D","02/10/2020",27,"FL","POINT (-80.186084 26.002903)"
"257","105495","HILLCREST HEALTH CARE AND REHABILITATION CENTER","10/19/2018",776,"Administration Deficiencies","Provide timely, approved x-ray services, or have an agreement with an approved provider to obtain them.","Deficient, Provider has date of correction","D","11/30/2018",25,"FL","POINT (-80.186084 26.002903)"
"258","105495","HILLCREST HEALTH CARE AND REHABILITATION CENTER","10/19/2018",776,"Administration Deficiencies","Provide timely, approved x-ray services, or have an agreement with an approved provider to obtain them.","Deficient, Provider has date of correction","D","11/30/2018",27,"FL","POINT (-80.186084 26.002903)"
"259","105513","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","06/01/2017",500,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","D","06/23/2017",63,"FL","POINT (-80.192098 25.903338)"
"260","105513","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","06/01/2017",500,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","D","06/23/2017",57,"FL","POINT (-80.192098 25.903338)"
"261","105513","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","06/01/2017",500,"Administration Deficiencies","Employ or obtain outside professional resources to provide services in the nursing home when the facility does not employ a qualified professional to furnish a required service.","Deficient, Provider has date of correction","D","06/23/2017",36,"FL","POINT (-80.192098 25.903338)"
"262","105513","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","11/07/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","D","12/06/2019",63,"FL","POINT (-80.192098 25.903338)"
"263","105513","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","11/07/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","D","12/06/2019",57,"FL","POINT (-80.192098 25.903338)"
"264","105513","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","11/07/2019",867,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.","Deficient, Provider has date of correction","D","12/06/2019",36,"FL","POINT (-80.192098 25.903338)"
"265","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",55,"FL","POINT (-80.079637 26.713827)"
"266","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",59,"FL","POINT (-80.079637 26.713827)"
"267","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",58,"FL","POINT (-80.079637 26.713827)"
"268","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",24,"FL","POINT (-80.079637 26.713827)"
"269","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",42,"FL","POINT (-80.079637 26.713827)"
"270","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",30,"FL","POINT (-80.079637 26.713827)"
"271","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",36,"FL","POINT (-80.079637 26.713827)"
"272","105607","PALM GARDEN OF WEST PALM BEACH","10/20/2017",520,"Administration Deficiencies","Set up an ongoing quality assessment and assurance group to review quality deficiencies quarterly, and develop corrective plans of action.","Deficient, Provider has date of correction","E","11/20/2017",46,"FL","POINT (-80.079637 26.713827)"
"273","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",55,"FL","POINT (-80.079637 26.713827)"
"274","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",59,"FL","POINT (-80.079637 26.713827)"
"275","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",58,"FL","POINT (-80.079637 26.713827)"
"276","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",24,"FL","POINT (-80.079637 26.713827)"
"277","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",42,"FL","POINT (-80.079637 26.713827)"
"278","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",30,"FL","POINT (-80.079637 26.713827)"
"279","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",36,"FL","POINT (-80.079637 26.713827)"
"280","105607","PALM GARDEN OF WEST PALM BEACH","02/13/2020",865,"Administration Deficiencies","Have a  plan that describes the process for conducting QAPI and QAA activities.","Deficient, Provider has date of correction","D","03/14/2020",46,"FL","POINT (-80.079637 26.713827)"
"281","105607","PALM GARDEN OF WEST PALM BEACH","04/24/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","05/19/2017",55,"FL","POINT (-80.079637 26.713827)"
"282","105607","PALM GARDEN OF WEST PALM BEACH","04/24/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","05/19/2017",59,"FL","POINT (-80.079637 26.713827)"
"283","105607","PALM GARDEN OF WEST PALM BEACH","04/24/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","05/19/2017",58,"FL","POINT (-80.079637 26.713827)"
"284","105607","PALM GARDEN OF WEST PALM BEACH","04/24/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","05/19/2017",24,"FL","POINT (-80.079637 26.713827)"
"285","105607","PALM GARDEN OF WEST PALM BEACH","04/24/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","05/19/2017",42,"FL","POINT (-80.079637 26.713827)"
"286","105607","PALM GARDEN OF WEST PALM BEACH","04/24/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","05/19/2017",30,"FL","POINT (-80.079637 26.713827)"
"287","105607","PALM GARDEN OF WEST PALM BEACH","04/24/2017",504,"Administration Deficiencies","Provide or obtain laboratory services only when ordered by the attending physician.","Deficient, Provider has date of correction","D","05/19/2017",36,"FL","POINT (-80.079637 26.713827)"
